query_id,doc_id,relevance
Q20_2,D4,1.71
Q20_2,D7085,1.57
Q20_2,D881,1.71
Q20_2,D8249,2.0
Q20_2,D8025,2.0
Q20_2,D5253,2.0
Q20_2,D1333,2.0
Q20_2,D9041,2.0
Q21_2,D8053,2.0
Q21_2,D8049,2.0
Q21_2,D6285,2.0
Q21_2,D8009,2.0
Q21_2,D10393,2.0
Q21_2,D6009,3.0
Q21_2,D10297,2.0
Q21_2,D6245,3.0
Q21_2,D10353,2.0
Q21_2,D3157,1.2
Q21_2,D1029,2.0
Q21_2,D6145,2.0
Q21_2,D8205,2.2
Q21_2,D10125,2.14
Q21_2,D8037,2.0
Q21_2,D10145,2.0
Q21_2,D8333,2.5
Q21_2,D10065,2.12
Q21_2,D6093,2.0
Q21_2,D8217,3.0
Q21_2,D10193,2.0
Q21_2,D6157,3.0
Q21_2,D6033,2.0
Q21_2,D10301,3.0
Q22_2,D6205,3.0
Q22_2,D6297,3.0
Q22_2,D6013,3.0
Q22_2,D6001,3.0
Q22_2,D6121,3.0
Q22_2,D6241,3.0
Q22_2,D6057,3.0
Q22_2,D6169,3.0
Q22_2,D6289,3.0
Q22_2,D6085,2.0
Q22_2,D6381,3.0
Q22_2,D6225,2.0
Q22_2,D8093,1.2
Q22_2,D6049,3.0
Q22_2,D6025,3.0
Q22_2,D6237,3.0
Q22_2,D6281,3.0
Q23_2,D798,2.0
Q23_2,D7165,2.0
Q23_2,D9077,2.0
Q23_2,D6081,1.8
Q23_2,D1293,1.8
Q23_2,D9237,1.8
Q23_2,D3157,1.2
Q23_2,D6145,3.0
Q23_2,D10349,1.8
Q23_2,D6029,2.0
Q23_2,D9069,1.22
Q23_2,D8333,2.0
Q24_2,D770,2.0
Q24_2,D8,2.0
Q24_2,D779,2.0
Q24_2,D10037,2.0
Q24_2,D6077,3.0
Q24_2,D6113,2.8
Q24_2,D10301,2.83
Q24_2,D3261,3.0
Q24_2,D3225,2.67
Q24_2,D6369,3.0
Q24_2,D3013,2.83
Q24_2,D10021,2.67
Q24_2,D8357,2.0
Q24_2,D10141,2.0
Q24_2,D10125,3.0
Q24_2,D3393,3.0
Q25_2,D811,2.2
Q25_2,D772,2.0
Q25_2,D817,2.0
Q25_2,D837,2.0
Q25_2,D3309,2.0
Q25_2,D10073,3.0
Q25_2,D10061,3.0
Q25_2,D2109,1.2
Q25_2,D3053,2.0
Q25_2,D9165,3.0
Q25_2,D2329,1.17
Q25_2,D8285,1.8
Q25_2,D10029,3.0
Q25_2,D5289,3.0
Q25_2,D8301,1.5
Q25_2,D10241,2.67
Q25_2,D6369,2.5
Q25_2,D8077,1.67
Q25_2,D7329,2.0
Q25_2,D9149,2.0
Q25_2,D3025,2.0
Q26_2,D2213,3.0
Q26_2,D2305,3.0
Q26_2,D2049,2.0
Q26_2,D2053,2.0
Q26_2,D2057,2.0
Q26_2,D2061,2.0
Q26_2,D2065,2.0
Q26_2,D2073,2.0
Q26_2,D2081,2.0
Q26_2,D2085,2.0
Q26_2,D2093,2.0
Q26_2,D2101,2.0
Q26_2,D2105,2.0
Q26_2,D2113,2.0
Q26_2,D2121,2.0
Q26_2,D2129,2.0
Q26_2,D2137,2.0
Q26_2,D2141,2.0
Q26_2,D2145,2.0
Q26_2,D2149,2.0
Q26_2,D2153,2.0
Q26_2,D2157,2.0
Q26_2,D2165,2.0
Q26_2,D2169,2.0
Q26_2,D2181,2.0
Q26_2,D2189,2.0
Q26_2,D7321,2.0
Q26_2,D2201,2.0
Q26_2,D2209,2.0
Q26_2,D2217,2.0
Q26_2,D9385,2.0
Q26_2,D2221,2.0
Q26_2,D2229,2.0
Q26_2,D2237,2.0
Q26_2,D2241,2.0
Q26_2,D2249,2.0
Q26_2,D2261,2.0
Q26_2,D2265,2.0
Q26_2,D2269,2.0
Q26_2,D2281,2.0
Q26_2,D2289,2.0
Q26_2,D2297,2.0
Q26_2,D2309,2.0
Q26_2,D2317,2.0
Q26_2,D2321,2.0
Q26_2,D10009,2.0
Q26_2,D2329,2.0
Q26_2,D2333,2.0
Q26_2,D2341,2.0
Q26_2,D2345,2.0
Q26_2,D2353,2.0
Q26_2,D2365,2.0
Q26_2,D2369,2.0
Q26_2,D2377,2.0
Q26_2,D2381,2.0
Q26_2,D2385,2.0
Q26_2,D2389,2.0
Q26_2,D2001,2.0
Q26_2,D2005,2.0
Q26_2,D2009,2.0
Q26_2,D2021,2.0
Q26_2,D2025,2.0
Q26_2,D2029,2.0
Q26_2,D2033,2.0
Q26_2,D2037,2.0
Q26_2,D2089,2.0
Q26_2,D2077,2.0
Q26_2,D2393,2.0
Q26_2,D2233,2.0
Q26_2,D2245,2.0
Q26_2,D2117,2.0
Q26_2,D2133,2.0
Q26_2,D2069,2.0
Q26_2,D2373,2.0
Q26_2,D2125,2.0
Q26_2,D2361,2.0
Q26_2,D2253,2.0
Q26_2,D2045,2.0
Q26_2,D2349,2.0
Q26_2,D2197,2.0
Q26_2,D2293,2.0
Q26_2,D2041,2.0
Q26_2,D2205,2.0
Q26_2,D2397,2.0
Q26_2,D2357,2.0
Q26_2,D2337,2.0
Q26_2,D2173,2.0
Q26_2,D2017,2.0
Q26_2,D2301,2.0
Q1_3,D890,2.2
Q1_3,D12,3.0
Q1_3,D756,2.0
Q1_3,D816,2.0
Q1_3,D1,3.0
Q1_3,D812,2.0
Q1_3,D841,2.0
Q1_3,D882,3.0
Q1_3,D745,2.0
Q1_3,D743,2.0
Q1_3,D735,2.0
Q1_3,D4313,2.0
Q1_3,D10289,1.83
Q1_3,D787,2.0
Q1_3,D884,1.71
Q1_3,D888,1.71
Q1_3,D767,3.0
Q1_3,D744,2.0
Q1_3,D820,2.0
Q1_3,D792,2.0
Q2_3,D796,3.0
Q2_3,D798,2.0
Q2_3,D811,2.2
Q2_3,D776,2.2
Q2_3,D754,2.2
Q2_3,D840,2.0
Q2_3,D772,2.0
Q2_3,D844,2.0
Q2_3,D883,3.0
Q2_3,D817,1.2
Q2_3,D864,2.0
Q2_3,D837,2.0
Q2_3,D4349,2.0
Q2_3,D3165,2.0
Q2_3,D845,3.0
Q2_3,D10261,2.2
Q2_3,D8297,2.0
Q2_3,D8269,2.0
Q2_3,D8201,2.0
Q2_3,D4389,2.0
Q2_3,D8381,1.2
Q2_3,D9005,2.8
Q2_3,D9001,2.0
Q2_3,D2329,1.83
Q2_3,D8169,2.17
Q2_3,D8305,2.17
Q2_3,D9393,1.17
Q2_3,D9353,2.0
Q2_3,D889,1.71
Q2_3,D888,2.43
Q2_3,D4,3.0
Q2_3,D763,2.0
Q2_3,D783,2.0
Q2_3,D3357,2.0
Q2_3,D755,2.0
Q3_3,D818,2.0
Q3_3,D801,2.0
Q3_3,D776,2.0
Q3_3,D770,2.0
Q3_3,D744,2.0
Q3_3,D769,2.0
Q3_3,D824,2.0
Q3_3,D821,3.0
Q3_3,D792,2.0
Q3_3,D2,2.0
Q3_3,D8341,2.0
Q3_3,D5381,2.0
Q3_3,D2185,2.0
Q3_3,D5349,2.0
Q3_3,D5233,1.2
Q3_3,D7253,2.0
Q3_3,D5273,2.0
Q3_3,D784,1.71
Q3_3,D888,2.43
Q3_3,D781,1.4
Q3_3,D763,2.0
Q3_3,D808,2.0
Q3_3,D5353,2.0
Q4_3,D890,2.0
Q4_3,D776,2.0
Q4_3,D754,2.0
Q4_3,D829,2.0
Q4_3,D778,2.0
Q4_3,D819,2.0
Q4_3,D812,2.0
Q4_3,D806,2.0
Q4_3,D727,1.2
Q4_3,D751,3.0
Q4_3,D766,2.0
Q4_3,D10033,2.0
Q4_3,D803,2.0
Q4_3,D1161,2.0
Q4_3,D10377,2.0
Q4_3,D7097,2.0
Q4_3,D2157,2.0
Q4_3,D7201,2.0
Q4_3,D7253,1.17
Q4_3,D777,2.0
Q4_3,D888,1.71
Q4_3,D731,1.2
Q4_3,D833,2.0
Q4_3,D788,2.0
Q5_3,D764,2.0
Q5_3,D772,2.0
Q5_3,D756,3.0
Q5_3,D9041,1.6
Q5_3,D4029,2.0
Q5_3,D2077,1.2
Q5_3,D5133,2.0
Q5_3,D3265,2.0
Q5_3,D2293,2.0
Q5_3,D774,2.6
Q5_3,D7341,1.25
Q5_3,D767,1.2
Q5_3,D9069,1.11
Q5_3,D4373,2.0
Q5_3,D747,2.0
Q6_3,D796,1.2
Q6_3,D744,2.0
Q6_3,D789,2.0
Q6_3,D782,2.0
Q6_3,D761,3.0
Q6_3,D7153,2.0
Q6_3,D8121,2.0
Q6_3,D7093,2.0
Q6_3,D9245,1.6
Q6_3,D7209,2.0
Q6_3,D7281,1.8
Q6_3,D791,1.8
Q6_3,D9393,1.17
Q6_3,D4,1.71
Q6_3,D767,2.0
Q6_3,D773,2.0
Q6_3,D4381,2.0
Q7_3,D818,2.2
Q7_3,D811,2.0
Q7_3,D832,2.0
Q7_3,D828,2.0
Q7_3,D757,2.0
Q7_3,D816,3.0
Q7_3,D812,2.0
Q7_3,D831,2.0
Q7_3,D728,2.0
Q7_3,D825,2.0
Q7_3,D10361,1.2
Q7_3,D763,3.0
Q7_3,D808,2.0
Q7_3,D16,2.0
Q7_3,D790,3.0
Q7_3,D764,3.0
Q8_3,D5117,2.0
Q8_3,D1101,2.0
Q8_3,D1085,1.8
Q8_3,D8141,2.0
Q8_3,D9273,2.0
Q8_3,D2021,1.2
Q8_3,D5037,2.0
Q8_3,D1001,3.0
Q8_3,D1237,3.0
Q8_3,D8001,1.8
Q8_3,D6185,2.2
Q8_3,D8257,2.0
Q8_3,D10125,1.14
Q8_3,D1253,2.0
Q8_3,D7197,2.0
Q8_3,D5273,2.0
Q8_3,D7145,1.5
Q8_3,D8193,1.67
Q8_3,D8185,1.17
Q8_3,D7017,1.5
Q8_3,D1093,2.0
Q8_3,D1209,2.0
Q9_3,D770,2.2
Q9_3,D823,1.8
Q9_3,D4345,2.0
Q9_3,D6293,2.0
Q9_3,D7309,2.0
Q9_3,D5397,2.2
Q9_3,D1037,2.0
Q9_3,D1229,3.0
Q9_3,D8281,2.0
Q9_3,D10005,2.0
Q9_3,D8253,2.0
Q9_3,D2133,1.8
Q9_3,D1013,3.0
Q9_3,D3225,1.83
Q9_3,D5085,2.8
Q9_3,D2069,1.67
Q9_3,D9397,2.0
Q10_3,D1021,3.0
Q10_3,D1181,2.0
Q10_3,D9221,2.0
Q10_3,D1345,3.0
Q10_3,D8217,3.0
Q10_3,D8325,2.0
Q10_3,D1057,3.0
Q10_3,D5369,2.0
Q10_3,D10157,2.0
Q10_3,D8385,2.0
Q10_3,D6149,1.4
Q10_3,D8369,2.2
Q10_3,D5253,2.4
Q10_3,D8357,2.0
Q10_3,D5089,2.0
Q10_3,D6061,2.0
Q10_3,D5373,2.0
Q11_3,D770,2.0
Q11_3,D1365,2.0
Q11_3,D7353,1.2
Q11_3,D8057,2.2
Q11_3,D7061,2.0
Q11_3,D4133,1.8
Q11_3,D10105,3.0
Q11_3,D4037,2.0
Q11_3,D10153,1.67
Q11_3,D10121,3.0
Q11_3,D6041,3.0
Q11_3,D6225,2.8
Q11_3,D10125,1.57
Q11_3,D3261,2.0
Q11_3,D10145,2.83
Q11_3,D10345,1.83
Q11_3,D10181,2.17
Q11_3,D4273,2.0
Q11_3,D7017,2.12
Q11_3,D6093,2.0
Q11_3,D4321,2.0
Q11_3,D7213,2.0
Q11_3,D8205,2.0
Q11_3,D3225,2.0
Q12_3,D737,2.0
Q12_3,D1261,1.6
Q12_3,D1385,1.2
Q12_3,D3153,2.0
Q12_3,D7221,2.0
Q12_3,D9257,1.2
Q12_3,D4121,1.2
Q12_3,D3345,2.0
Q12_3,D3217,1.4
Q12_3,D6277,2.0
Q12_3,D3205,2.0
Q12_3,D3393,2.0
Q12_3,D3273,2.0
Q12_3,D3369,2.0
Q12_3,D1093,2.0
Q12_3,D6037,3.0
Q12_3,D10161,1.2
Q12_3,D8265,2.8
Q12_3,D3061,2.17
Q12_3,D8161,1.33
Q12_3,D3381,2.0
Q13_3,D824,2.0
Q13_3,D6105,1.2
Q13_3,D7301,2.0
Q13_3,D7245,2.0
Q13_3,D6101,1.8
Q13_3,D1337,1.2
Q13_3,D7317,2.0
Q13_3,D7389,2.0
Q13_3,D7109,1.8
Q13_3,D7077,2.0
Q13_3,D10233,2.0
Q13_3,D7061,1.2
Q13_3,D7257,2.0
Q13_3,D1001,2.0
Q13_3,D8001,1.8
Q13_3,D3321,2.0
Q13_3,D7197,2.0
Q13_3,D5273,2.0
Q13_3,D9025,2.0
Q13_3,D5281,1.33
Q13_3,D8369,1.4
Q13_3,D7145,1.83
Q13_3,D8161,1.5
Q13_3,D8193,1.33
Q13_3,D7081,3.0
Q13_3,D8245,1.17
Q13_3,D7017,2.38
Q13_3,D5213,2.0
Q13_3,D7133,2.0
Q13_3,D8185,2.0
Q13_3,D7113,2.0
Q14_3,D9081,1.2
Q14_3,D9065,3.0
Q14_3,D7369,2.0
Q14_3,D8353,2.0
Q14_3,D7297,2.0
Q14_3,D2249,2.0
Q14_3,D7329,2.0
Q14_3,D4369,1.2
Q14_3,D9229,2.0
Q14_3,D2129,2.0
Q14_3,D7333,2.0
Q14_3,D9101,2.0
Q14_3,D9093,2.0
Q14_3,D7013,2.0
Q14_3,D9161,3.0
Q14_3,D8309,2.0
Q14_3,D7197,2.0
Q14_3,D9317,2.8
Q14_3,D9393,1.33
Q14_3,D7145,1.33
Q14_3,D8333,1.33
Q14_3,D10241,1.33
Q14_3,D2069,1.33
Q14_3,D7341,1.75
Q14_3,D9293,2.0
Q14_3,D9333,2.0
Q15_3,D2125,2.0
Q15_3,D3249,2.0
Q15_3,D9385,2.0
Q15_3,D2177,2.2
Q15_3,D2273,2.0
Q15_3,D8337,2.0
Q15_3,D8289,2.0
Q15_3,D2061,3.0
Q15_3,D2113,2.0
Q15_3,D10157,1.8
Q15_3,D2073,2.0
Q15_3,D8165,2.0
Q15_3,D6157,1.2
Q15_3,D3069,1.8
Q15_3,D4125,1.83
Q15_3,D6093,1.6
Q15_3,D6033,1.67
Q15_3,D2025,3.0
Q15_3,D6149,1.2
Q15_3,D8301,1.88
Q15_3,D3261,2.0
Q15_3,D3225,1.83
Q15_3,D8333,1.33
Q15_3,D10345,1.5
Q15_3,D2077,2.0
Q15_3,D8205,2.0
Q15_3,D10193,2.0
Q16_3,D811,2.2
Q16_3,D6229,3.0
Q16_3,D7241,2.0
Q16_3,D8177,3.0
Q16_3,D8157,3.0
Q16_3,D6293,3.0
Q16_3,D8201,3.0
Q16_3,D6353,1.8
Q16_3,D8057,2.0
Q16_3,D7109,2.0
Q16_3,D8309,1.33
Q16_3,D8065,2.0
Q16_3,D8169,2.0
Q16_3,D8117,2.0
Q16_3,D10145,1.17
Q16_3,D8193,2.17
Q16_3,D8185,2.83
Q17_3,D3,2.0
Q17_3,D4217,2.0
Q17_3,D3293,2.0
Q17_3,D10273,2.0
Q17_3,D1241,2.0
Q17_3,D5173,2.0
Q17_3,D7309,2.0
Q17_3,D3285,2.0
Q17_3,D10101,1.6
Q17_3,D3005,2.0
Q17_3,D3289,2.0
Q17_3,D3009,3.0
Q17_3,D7105,1.83
Q17_3,D8145,2.0
Q17_3,D8161,1.83
Q17_3,D3113,2.0
Q18_3,D879,1.2
Q18_3,D835,1.2
Q18_3,D4073,1.2
Q18_3,D8177,2.0
Q18_3,D3265,2.0
Q18_3,D7237,2.0
Q18_3,D7033,2.0
Q18_3,D3025,3.0
Q18_3,D7217,1.56
Q18_3,D8169,1.17
Q18_3,D8093,1.4
Q18_3,D3245,2.0
Q18_3,D7073,2.5
Q18_3,D9169,2.17
Q18_3,D7361,1.4
Q18_3,D7145,2.17
Q18_3,D8193,1.33
Q18_3,D8185,2.0
Q18_3,D877,2.0
Q18_3,D885,2.0
Q18_3,D3357,2.0
Q18_3,D8025,2.0
Q18_3,D10033,2.0
Q18_3,D7381,2.0
Q18_3,D5341,2.0
Q18_3,D8125,2.0
Q18_3,D842,2.0
Q19_3,D2213,3.0
Q19_3,D2305,3.0
Q19_3,D2049,2.0
Q19_3,D2053,2.0
Q19_3,D2057,2.0
Q19_3,D2061,2.0
Q19_3,D2065,2.0
Q19_3,D2073,2.0
Q19_3,D2081,2.0
Q19_3,D2085,2.0
Q19_3,D2093,2.0
Q19_3,D2101,2.0
Q19_3,D2105,2.0
Q19_3,D2113,2.0
Q19_3,D2121,2.0
Q19_3,D2129,2.0
Q19_3,D2137,2.0
Q19_3,D2141,2.0
Q19_3,D2145,2.0
Q19_3,D2149,2.0
Q19_3,D2153,2.0
Q19_3,D2157,2.0
Q19_3,D2165,2.0
Q19_3,D2169,2.0
Q19_3,D2181,2.0
Q19_3,D2189,2.0
Q19_3,D7321,2.0
Q19_3,D2201,2.0
Q19_3,D2209,2.0
Q19_3,D2217,2.0
Q19_3,D9385,2.0
Q19_3,D2221,2.0
Q19_3,D2229,2.0
Q19_3,D2237,2.0
Q19_3,D2241,2.0
Q19_3,D2249,2.0
Q19_3,D2261,2.0
Q19_3,D2265,2.0
Q19_3,D2269,2.0
Q19_3,D2281,2.0
Q19_3,D2289,2.0
Q19_3,D2297,2.0
Q19_3,D2309,2.0
Q19_3,D2317,2.0
Q19_3,D2321,2.0
Q19_3,D10009,2.0
Q19_3,D2329,2.0
Q19_3,D2333,2.0
Q19_3,D2341,2.0
Q19_3,D2345,2.0
Q19_3,D2353,2.0
Q19_3,D2365,2.0
Q19_3,D2369,2.0
Q19_3,D2377,2.0
Q19_3,D2381,2.0
Q19_3,D2385,2.0
Q19_3,D2389,2.0
Q19_3,D2001,2.0
Q19_3,D2005,2.0
Q19_3,D2009,2.0
Q19_3,D2021,2.0
Q19_3,D2025,2.0
Q19_3,D2029,2.0
Q19_3,D2033,2.0
Q19_3,D2037,2.0
Q19_3,D2089,2.0
Q19_3,D2077,2.0
Q19_3,D2393,2.0
Q19_3,D2233,2.0
Q19_3,D2245,2.0
Q19_3,D2117,2.0
Q19_3,D2133,2.0
Q19_3,D2069,2.0
Q19_3,D2373,2.0
Q19_3,D2125,2.0
Q19_3,D2361,2.0
Q19_3,D2253,2.0
Q19_3,D2045,2.0
Q19_3,D2349,2.0
Q19_3,D2197,2.0
Q19_3,D2293,2.0
Q19_3,D2041,2.0
Q19_3,D2205,2.0
Q19_3,D2397,2.0
Q19_3,D2357,2.0
Q19_3,D2337,2.0
Q19_3,D2173,2.0
Q19_3,D2017,2.0
Q19_3,D2301,2.0
Q1_4,D826,1.6
Q1_4,D778,1.2
Q1_4,D738,1.4
Q1_4,D853,1.6
Q1_4,D9,2.0
Q1_4,D843,1.4
Q1_4,D806,2.0
Q1_4,D836,2.2
Q1_4,D730,2.0
Q1_4,D761,2.0
Q1_4,D792,2.0
Q1_4,D2,3.0
Q1_4,D809,2.0
Q1_4,D763,2.0
Q1_4,D769,2.0
Q1_4,D7141,1.2
Q1_4,D756,2.0
Q1_4,D856,1.2
Q1_4,D830,2.0
Q2_4,D770,3.0
Q2_4,D12,3.0
Q2_4,D753,2.0
Q2_4,D768,2.0
Q2_4,D2,3.0
Q3_4,D8033,1.4
Q3_4,D8197,1.8
Q3_4,D10161,1.2
Q3_4,D14,3.0
Q4_4,D811,1.4
Q4_4,D832,1.2
Q4_4,D828,2.0
Q4_4,D744,3.0
Q4_4,D812,2.0
Q4_4,D831,1.6
Q4_4,D728,1.2
Q4_4,D825,2.0
Q4_4,D10361,2.0
Q4_4,D808,1.2
Q4_4,D790,1.6
Q4_4,D10364,1.6
Q5_4,D755,3.0
Q5_4,D882,2.0
Q5_4,D6397,2.0
Q5_4,D6065,2.0
Q5_4,D6257,2.2
Q5_4,D6193,2.0
Q5_4,D5037,2.0
Q5_4,D5049,1.2
Q5_4,D10001,1.2
Q5_4,D9361,1.2
Q5_4,D5265,2.0
Q5_4,D6185,1.2
Q5_4,D6225,1.8
Q5_4,D3069,1.8
Q5_4,D5289,2.0
Q5_4,D1125,2.0
Q5_4,D8369,2.2
Q5_4,D783,2.0
Q5_4,D3225,2.0
Q6_4,D14,2.0
Q6_4,D832,2.0
Q6_4,D3,2.0
Q6_4,D875,2.0
Q6_4,D1373,2.0
Q6_4,D10053,2.0
Q6_4,D10257,2.0
Q6_4,D1105,2.0
Q6_4,D8225,2.0
Q6_4,D9229,2.0
Q6_4,D9361,2.0
Q6_4,D9381,2.0
Q6_4,D9161,1.17
Q6_4,D8309,2.17
Q6_4,D4125,1.83
Q6_4,D9317,2.0
Q6_4,D8221,2.0
Q6_4,D784,1.86
Q6_4,D889,1.71
Q6_4,D787,1.2
Q6_4,D4,1.71
Q6_4,D9129,1.86
Q6_4,D760,3.0
Q6_4,D876,2.0
Q6_4,D7085,1.14
Q6_4,D9069,1.11
Q6_4,D885,2.0
Q6_4,D881,1.71
Q6_4,D10141,2.0
Q7_4,D12,2.0
Q7_4,D840,2.0
Q7_4,D757,2.0
Q7_4,D814,2.0
Q7_4,D730,2.0
Q7_4,D810,2.0
Q7_4,D866,1.4
Q7_4,D873,2.0
Q7_4,D8017,2.0
Q7_4,D6345,2.0
Q7_4,D2245,2.0
Q7_4,D8125,3.0
Q7_4,D9141,2.0
Q7_4,D9125,2.0
Q7_4,D9117,1.4
Q7_4,D9109,2.0
Q7_4,D3213,2.0
Q7_4,D10293,2.0
Q7_4,D8157,2.0
Q7_4,D10221,1.4
Q7_4,D8285,1.2
Q7_4,D8185,1.33
Q7_4,D781,2.0
Q7_4,D878,2.6
Q7_4,D881,1.71
Q7_4,D8301,2.0
Q7_4,D732,2.0
Q7_4,D853,2.0
Q7_4,D763,3.0
Q8_4,D764,3.0
Q8_4,D796,1.4
Q8_4,D798,1.6
Q8_4,D776,1.4
Q8_4,D788,2.0
Q8_4,D829,2.0
Q8_4,D827,2.0
Q8_4,D875,3.0
Q8_4,D863,2.0
Q8_4,D805,2.0
Q8_4,D750,1.4
Q8_4,D868,1.6
Q8_4,D842,2.0
Q8_4,D3101,2.0
Q8_4,D777,1.8
Q8_4,D784,1.71
Q8_4,D884,1.71
Q8_4,D4,1.71
Q8_4,D760,2.0
Q8_4,D881,1.86
Q8_4,D783,2.0
Q8_4,D831,1.6
Q9_4,D755,2.0
Q9_4,D770,3.0
Q9_4,D748,1.8
Q9_4,D753,2.0
Q9_4,D1397,2.0
Q9_4,D3161,2.0
Q9_4,D7373,1.2
Q9_4,D9153,1.6
Q9_4,D4377,2.0
Q9_4,D10253,2.0
Q9_4,D9345,2.0
Q9_4,D2289,2.0
Q9_4,D3149,2.0
Q9_4,D746,2.0
Q9_4,D743,2.0
Q10_4,D811,2.2
Q10_4,D786,2.2
Q10_4,D828,2.0
Q10_4,D744,2.0
Q10_4,D863,2.0
Q10_4,D819,2.0
Q10_4,D753,2.0
Q10_4,D15,2.0
Q10_4,D834,2.0
Q10_4,D869,2.0
Q10_4,D800,1.2
Q10_4,D8,3.0
Q10_4,D792,2.0
Q10_4,D859,2.0
Q10_4,D743,2.0
Q10_4,D10165,2.0
Q10_4,D2165,2.0
Q10_4,D7185,2.27
Q10_4,D10289,1.83
Q10_4,D791,2.0
Q10_4,D777,2.0
Q10_4,D784,1.71
Q10_4,D787,1.6
Q10_4,D884,2.0
Q10_4,D11,1.6
Q10_4,D731,3.0
Q10_4,D4,1.86
Q10_4,D809,3.0
Q10_4,D775,1.4
Q10_4,D874,2.0
Q10_4,D833,2.0
Q10_4,D752,2.0
Q10_4,D7201,2.0
Q11_4,D10237,2.0
Q11_4,D5269,2.0
Q11_4,D5001,3.0
Q11_4,D5193,3.0
Q11_4,D5057,3.0
Q11_4,D5009,2.4
Q11_4,D5349,2.0
Q11_4,D5285,2.0
Q11_4,D5045,1.17
Q11_4,D5273,2.0
Q11_4,D4273,1.33
Q11_4,D7341,1.62
Q12_4,D5269,2.0
Q12_4,D5001,3.0
Q12_4,D5193,3.0
Q12_4,D5057,3.0
Q12_4,D3177,2.0
Q12_4,D3117,1.4
Q12_4,D5009,2.4
Q12_4,D5285,2.0
Q12_4,D10197,2.0
Q12_4,D5045,1.5
Q12_4,D8193,1.5
Q12_4,D4273,2.67
Q12_4,D7033,2.0
Q13_4,D2161,2.0
Q13_4,D5325,2.0
Q13_4,D2349,2.0
Q13_4,D3237,2.0
Q13_4,D2373,2.0
Q13_4,D6021,2.0
Q13_4,D3393,2.0
Q13_4,D1173,2.0
Q13_4,D4089,2.0
Q13_4,D10037,2.0
Q13_4,D1057,1.2
Q13_4,D5049,1.8
Q13_4,D2261,1.2
Q13_4,D2037,2.0
Q13_4,D5077,2.0
Q13_4,D9337,1.33
Q13_4,D5033,2.0
Q13_4,D3069,2.6
Q13_4,D8301,1.12
Q13_4,D3061,3.0
Q14_4,D2305,3.0
Q14_4,D2269,3.0
Q14_4,D2301,3.0
Q14_4,D2361,3.0
Q14_4,D2181,3.0
Q14_4,D5077,2.0
Q14_4,D2377,2.2
Q14_4,D2205,3.0
Q14_4,D2045,3.0
Q14_4,D2089,3.0
Q14_4,D2017,3.0
Q14_4,D2069,2.67
Q14_4,D2153,3.0
Q14_4,D740,2.0
Q15_4,D846,2.0
Q15_4,D9137,3.0
Q15_4,D9213,3.0
Q15_4,D9073,3.0
Q15_4,D9289,2.0
Q15_4,D9281,2.0
Q15_4,D9145,2.0
Q15_4,D3117,1.6
Q15_4,D6037,2.6
Q15_4,D8329,3.0
Q15_4,D10017,2.0
Q15_4,D9185,3.0
Q15_4,D8165,2.0
Q15_4,D8309,2.0
Q15_4,D9181,3.0
Q15_4,D9397,2.0
Q15_4,D9165,3.0
Q15_4,D8197,2.6
Q15_4,D2097,3.0
Q15_4,D9309,2.67
Q15_4,D9253,2.0
Q15_4,D9389,1.83
Q15_4,D8133,3.0
Q15_4,D10241,2.67
Q15_4,D1081,3.0
Q15_4,D9129,2.43
Q15_4,D783,2.0
Q15_4,D10125,3.0
Q15_4,D8069,3.0
Q15_4,D5217,3.0
Q15_4,D9221,2.0
Q16_4,D4061,3.0
Q16_4,D4169,2.0
Q16_4,D7397,2.0
Q16_4,D7001,2.0
Q16_4,D1029,1.8
Q16_4,D7217,1.67
Q16_4,D9025,2.0
Q16_4,D7133,2.0
Q16_4,D7165,3.0
Q16_4,D7361,2.0
Q16_4,D7109,2.0
Q16_4,D7317,2.0
Q16_4,D7301,2.0
Q16_4,D7357,2.0
Q16_4,D3117,2.0
Q16_4,D7045,2.0
Q16_4,D3265,2.0
Q16_4,D7085,2.0
Q16_4,D7113,2.0
Q17_4,D764,2.0
Q17_4,D811,2.0
Q17_4,D755,2.0
Q17_4,D801,2.0
Q17_4,D6,2.0
Q17_4,D744,2.0
Q17_4,D802,2.0
Q17_4,D830,2.0
Q17_4,D4085,3.0
Q17_4,D10225,3.0
Q17_4,D4329,2.0
Q17_4,D8149,2.0
Q17_4,D4049,2.0
Q17_4,D9017,2.0
Q17_4,D9121,3.0
Q17_4,D3361,2.0
Q17_4,D795,2.0
Q17_4,D10137,2.0
Q17_4,D4113,3.0
Q17_4,D10385,3.0
Q17_4,D7285,2.0
Q17_4,D10369,2.0
Q17_4,D7321,2.0
Q17_4,D8277,2.0
Q17_4,D4297,2.0
Q17_4,D8337,2.0
Q17_4,D4093,2.0
Q17_4,D4233,2.0
Q17_4,D10365,2.0
Q17_4,D8377,1.6
Q17_4,D4125,1.83
Q17_4,D6093,2.0
Q17_4,D6033,1.83
Q17_4,D7105,2.0
Q17_4,D2025,1.2
Q17_4,D8301,1.62
Q17_4,D3261,2.0
Q17_4,D9169,1.17
Q17_4,D8397,1.8
Q17_4,D7,2.0
Q17_4,D765,2.0
Q17_4,D762,2.0
Q17_4,D6249,2.0
Q17_4,D746,2.0
Q17_4,D2061,2.0
Q17_4,D10193,2.0
Q18_4,D798,2.0
Q18_4,D755,2.0
Q18_4,D801,3.0
Q18_4,D6133,3.0
